,Gene/Region,"HGNC/Dosage ID",GRCh38,"HI Score","TS Score","Triplo Disease","Triplo Disease ID",OMIM,Morbid,%HI,pLI,LOEUF,"Last Eval."
G,RXFP2,HGNC:17318,13:31739526-31803389,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,32.97,0,1,07/06/2012
G,RYR1,HGNC:10483,19:38433691-38587564,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,15.43,0,0.46,11/12/2015
G,RYR2,HGNC:10484,1:237042184-237833988,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,14.03,1,0.25,11/06/2015
G,SACS,HGNC:10519,13:23328827-23433728,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,35.26,0,0.54,08/22/2016
G,SALL1,HGNC:10524,16:51135982-51151270,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,5.63,1,0.2,01/27/2021
G,SALL4,HGNC:15924,20:51782331-51802521,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,38.01,1,0.1,01/11/2021
G,SAMD9,HGNC:1348,7:93099518-93117979,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,77.6,0,1.24,08/22/2016
G,SATB2,HGNC:21637,2:199269500-199471266,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,1.6,1,0.09,07/15/2020
G,SBF2,HGNC:2135,11:9778667-10294207,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,9.49,0,0.47,08/22/2016
G,SCARB2,HGNC:1665,4:76158737-76213824,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,24.43,0,0.72,07/06/2012
G,SCARF2,HGNC:19869,22:20424584-20437825,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,70.17,1,0.19,08/22/2016
G,SCN1A,HGNC:10585,2:165984641-166149161,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,9.08,1,0.07,07/06/2012
G,SCN1B,HGNC:10586,19:35030470-35040449,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,48.18,0.1,1.27,09/04/2019
G,SCN2A,HGNC:10588,2:165208056-165392310,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,4.08,1,0.13,04/22/2020
G,SCN5A,HGNC:10593,3:38548061-38649687,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,15.55,0.91,0.31,06/08/2021
G,SCN8A,HGNC:10596,12:51591233-51812864,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,5.53,1,0.13,04/11/2013
G,SDCCAG8,HGNC:10671,1:243255418-243503683,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,19.89,0,0.78,08/22/2016
G,SDHAF1,HGNC:33867,19:35995188-35996312,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,74.19,0.09,1.9,08/22/2016
G,SDHAF2,HGNC:26034,11:61430124-61446733,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,7.74,0,1.81,05/11/2022
G,SDHB,HGNC:10681,1:17018722-17054032,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,11.22,0,0.83,07/22/2020
G,SDHC,HGNC:10682,1:161314381-161375340,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,47.07,0,1.26,10/13/2021
G,SDHD,HGNC:10683,11:112086873-112095794,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,39.67,0.34,0.73,08/11/2021
G,SDR42E1,HGNC:29834,16:81988855-82011526,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,72.19,0,1.86,02/02/2021
G,SEC14L4,HGNC:20627,22:30488150-30505711,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,74.07,0,1.13,02/02/2021
G,SEC23B,HGNC:10702,20:18507548-18561415,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,45.77,0,0.98,08/22/2016
G,SEM1,HGNC:10845,7:96481626-96709846,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,7.71,0.02,1.53,05/14/2012
G,SEMA3A,HGNC:10723,7:83955777-84515189,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,1.46,0.98,0.31,08/07/2017
G,SEPSECS,HGNC:30605,4:25120014-25160546,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,34.9,0,0.99,08/22/2016
G,SERAC1,HGNC:21061,6:158109515-158168270,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,61.2,0,0.63,08/22/2016
G,SERPINA1,HGNC:8941,14:94376747-94390654,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,88.1,0,1.63,05/09/2017
G,SERPINB6,HGNC:8950,6:2948159-2971793,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,69,0,1.12,08/22/2016
G,SERPINB7,HGNC:13902,18:63753057-63805370,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,63.85,0,1.31,11/13/2014
G,SERPINE1,HGNC:8583,7:101127104-101139247,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,6.47,0.04,0.69,08/22/2016
G,SERPINF1,HGNC:8824,17:1762060-1777565,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,32.9,0,1.21,08/22/2016
G,SETBP1,HGNC:15573,18:44680072-45068510,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,4.67,1,0.11,05/23/2018
G,SETD1A,HGNC:29010,16:30956618-30984664,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,12.55,1,0.14,02/28/2018
G,SETD2,HGNC:18420,3:47016431-47164113,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,8.64,1,0.21,03/08/2022
G,SETD5,HGNC:25566,3:9397615-9478154,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,12.88,1,0.23,11/06/2014
G,SF3B4,HGNC:10771,1:149923317-149927803,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,25.11,0.99,0.21,07/17/2014
G,SGCE,HGNC:10808,7:94584980-94656205,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,13.27,0.02,0.54,11/11/2021
G,SGCG,HGNC:10809,13:23160508-23325162,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,55.59,0,1.05,08/22/2016
G,SGSH,HGNC:10818,17:80200668-80220333,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,69.12,0,0.8,02/12/2015
G,SH2B1,HGNC:30417,16:28846606-28874213,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,32.53,0.97,0.32,07/13/2021
G,SH2D1A,HGNC:10820,X:124346563-124373160,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,11.82,0.39,0.96,01/27/2021
G,SH3TC2,HGNC:29427,5:148982150-149063062,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,47.72,0,0.81,08/22/2016
G,SHANK1,HGNC:15474,19:50659255-50719802,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,76.11,1,0.18,03/27/2019
G,SHANK2,HGNC:14295,11:70467854-71252724,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,45.57,0,0.46,09/28/2022
G,SHANK3,HGNC:14294,22:50672823-50733212,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,60.1,1,0.12,08/14/2018
G,SHH,HGNC:10848,7:155799980-155812463,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,0.66,0.98,0.24,06/24/2020
G,SHOC2,HGNC:15454,10:110919370-111013665,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,5.7,1,0.14,09/25/2018
G,SHOX,HGNC:10853,Y:624344-659411,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,76.05,0.67,0.52,10/15/2015
G,SHROOM4,HGNC:29215,X:50575534-50814194,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,44.15,1,0.23,10/10/2012
G,SI,HGNC:10856,3:164978898-165078496,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,61.91,0,1.04,08/22/2016
G,SIGLEC5,HGNC:10874,19:51610960-51630428,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,97.84,0,0.98,02/02/2021
G,SIL1,HGNC:24624,5:138946724-139198368,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,17.56,0.01,0.64,08/23/2021
G,SIM1,HGNC:10882,6:100385009-100464929,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,2.5,1,0.25,04/25/2012
G,SIN3A,HGNC:19353,15:75369379-75455819,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,7.32,1,0.07,01/13/2020
G,SIX1,HGNC:10887,14:60643421-60649489,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,1.35,0.65,0.52,03/22/2012
G,SIX3,HGNC:10889,2:44941702-44946071,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,12.2,0.95,0.32,09/23/2020
G,SIX4,HGNC:10890,14:60709539-60724351,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,18.53,0.69,0.43,05/08/2012
G,SIX6,HGNC:10892,14:60509146-60512850,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,5.88,0.52,0.6,03/22/2012
G,SKI,HGNC:10896,1:2228319-2310213,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,34.04,1,0.19,01/06/2012
G,SLC12A1,HGNC:10910,15:48206302-48304078,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,10.66,0,0.82,04/28/2012
G,SLC12A3,HGNC:10912,16:56865207-56915850,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,41.42,0,1.2,02/23/2012
G,SLC13A5,HGNC:23089,17:6684719-6713400,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,66.88,0,0.67,08/22/2016
G,SLC16A12,HGNC:23094,10:89430299-89536029,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,29.69,0.49,0.48,12/21/2011
G,SLC16A2,HGNC:10923,X:74421493-74533916,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,25.73,0.99,0.22,06/28/2012
G,SLC17A5,HGNC:10933,6:73593379-73653992,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,19.72,0,1.04,08/22/2016
G,SLC17A8,HGNC:20151,12:100357074-100422055,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,31.37,0,0.61,02/08/2022
G,SLC22A14,HGNC:8495,3:38281662-38318575,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,95,0,1.26,02/02/2021
G,SLC22A18,HGNC:10964,11:2899691-2925246,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,68.74,0,1.16,03/22/2012
G,SLC24A1,HGNC:10975,15:65611313-65661002,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,79.17,0,0.57,08/22/2016
G,SLC25A1,HGNC:10979,22:19175581-19178736,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,46.07,0.06,0.65,08/22/2016
G,SLC25A12,HGNC:10982,2:171783405-171894244,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,9.53,0.22,0.42,01/19/2012
G,SLC25A13,HGNC:10983,7:96120220-96322127,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,25.1,0,1.24,08/22/2016
G,SLC25A19,HGNC:14409,17:75272980-75289958,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,55.79,0.65,0.52,08/22/2016
G,SLC2A1,HGNC:11005,1:42925353-42958868,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,9.56,0.99,0.24,03/24/2016
G,SLC2A10,HGNC:13444,20:46708358-46736347,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,71.82,0,1.39,02/01/2018
G,SLC30A10,HGNC:25355,1:219910395-219959098,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,73.7,0.98,0.25,08/22/2016
G,SLC34A1,HGNC:11019,5:177384434-177412021,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,55.22,0,1.83,08/22/2016
G,SLC34A2,HGNC:11020,4:25655851-25678748,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,70.96,0,1.09,08/22/2016
G,SLC35A2,HGNC:11022,X:48903183-48911958,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,32.21,0.72,0.56,01/24/2018
G,SLC35C1,HGNC:20197,11:45804072-45813016,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,48.28,0.02,0.98,08/22/2016
G,SLC35D1,HGNC:20800,1:66999350-67054423,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,22.91,0,0.78,04/11/2016
G,SLC37A4,HGNC:4061,11:119024112-119030906,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,31.13,0,0.88,08/22/2016
G,SLC38A5,HGNC:18070,X:48458544-48470260,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,59.25,0.98,0.3,09/26/2012
G,SLC38A8,HGNC:32434,16:84009667-84043372,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,68.65,0,1.9,08/22/2016
G,SLC3A1,HGNC:11025,2:44275464-44321494,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,61.26,0,1.62,03/21/2012
G,SLC4A10,HGNC:13811,2:161620963-161985270,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,5.94,0.13,0.38,04/11/2012
G,SLC52A3,HGNC:16187,20:760080-775985,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,68.43,0.02,0.8,08/22/2016
G,SLC5A1,HGNC:11036,22:32043050-32113029,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,41.69,0,0.77,08/22/2016
G,SLC6A1,HGNC:11042,3:10992748-11039247,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,15.39,1,0.15,09/25/2019
G,SLC6A18,HGNC:26441,5:1225381-1246189,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,69.67,0,1.47,02/02/2021
G,SLC6A3,HGNC:11049,5:1392794-1445440,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,18.93,1,0.25,08/22/2016
G,SLC6A4,HGNC:11050,17:30194319-30235697,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,4.68,0.25,0.43,05/11/2012
G,SLC6A8,HGNC:11055,X:153687926-153696593,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,22.63,1,0.21,11/10/2020
G,SLC7A7,HGNC:11065,14:22773222-22819796,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,26.7,0,0.96,08/22/2016
G,SLC7A9,HGNC:11067,19:32830511-32870957,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,61.03,0,1.12,08/23/2021
G,SLC9A6,HGNC:11079,X:135974596-136047269,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,22.85,1,0.21,12/08/2020
G,SLURP1,HGNC:18746,8:142740949-142742406,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,81.26,0.26,1.31,06/08/2017
G,SMAD2,HGNC:6768,18:47808957-47931188,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,0.33,1,0.26,06/29/2018
G,SMAD3,HGNC:6769,15:67065602-67195195,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,1.24,0.8,0.4,04/22/2020
G,SMAD4,HGNC:6770,18:51030213-51085042,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,0.21,1,0.22,12/16/2020
G,SMARCA2,HGNC:11098,9:2015347-2193624,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,1.61,1,0.2,03/27/2013
G,SMARCA4,HGNC:11100,19:10960997-11062277,"2 (Emerging Evidence)","0 (No Evidence)",'-,'-,,,2.95,1,0.06,07/13/2022
G,SMARCB1,HGNC:11103,22:23786966-23838009,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,8.07,1,0.22,04/22/2020
G,SMC1A,HGNC:11111,X:53374149-53422728,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,14.23,1,0.06,07/23/2018
G,SMOC1,HGNC:20318,14:69879388-70032366,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,20.73,0.01,0.59,08/22/2016
G,SMOC2,HGNC:20323,6:168441153-168667992,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,55.41,0,0.62,08/22/2016
G,SMS,HGNC:11123,X:21940709-21994837,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,12.45,0.97,0.31,08/23/2012
G,SNAP29,HGNC:11133,22:20859007-20891214,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,61.36,0.01,0.86,08/22/2016
G,SNORD107,HGNC:32771,15:24981994-24982068,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,‐,‐,‐,04/25/2012
G,SNORD108,HGNC:32772,15:24986925-24986993,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,‐,‐,‐,07/06/2012
G,SNORD109B,HGNC:32774,15:25278343-25278409,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,‐,‐,‐,04/28/2012
G,SNORD64,HGNC:32725,15:24985100-24985166,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,‐,‐,‐,07/06/2012
G,SNORD8,HGNC:20159,14:21397293-21397401,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,‐,‐,‐,03/11/2015
G,SNORD9,HGNC:32705,14:21392151-21392253,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,‐,‐,‐,03/11/2015
G,SNRPN,HGNC:11164,15:24823637-24978723,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,73,0.04,0.83,10/26/2012
G,SNURF,HGNC:11171,15:24954987-24978723,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,‐,0.46,0.84,09/06/2012
G,SOBP,HGNC:29256,6:107490104-107661306,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,8.51,1,0.13,08/22/2016
G,SON,HGNC:11183,21:33543038-33577481,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,3.75,1,0.12,04/24/2019
G,SOS1,HGNC:11187,2:38981549-39124868,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,4.03,1,0.14,03/30/2012
G,SOST,HGNC:13771,17:43753738-43758791,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,25.59,0.87,0.45,08/22/2012
G,SOX10,HGNC:11190,22:37972312-37984555,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,2.77,0.99,0.21,07/18/2013
G,SOX11,HGNC:11191,2:5692384-5701385,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,20.02,0.86,0.44,03/16/2017
G,SOX2,HGNC:11195,3:181711925-181714436,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,0.54,0.71,0.57,07/06/2012
G,SOX5,HGNC:11201,12:23529499-24562701,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,0.74,1,0.19,08/19/2016
G,SOX6,HGNC:16421,11:15966449-16738477,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,0.59,1,0.22,03/22/2012
G,SOX8,HGNC:11203,16:981770-986979,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,50.08,0.67,0.51,02/22/2012
R,"SOX9 upstream enhancer region",ISCA-46303,"17:69896855 -71796293","3 (Sufficient Evidence)","1 (Little Evidence)","isolated Pierre-Robin syndrome",MONDO:0009869,,,‐,‐,‐,06/07/2021
G,SPAST,HGNC:11233,2:32063551-32157637,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,9.51,1,0.22,09/25/2019
G,SPATA7,HGNC:20423,14:88385638-88470350,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,75.54,0,1.15,08/22/2016
G,SPEG,HGNC:16901,2:219434215-219493629,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,37.41,0.92,0.29,08/22/2016
G,SPEN,HGNC:17575,1:15847707-15940456,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,5.51,1,0.07,03/27/2019
G,SPG21,HGNC:20373,15:64963022-64989914,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,18.22,0,0.83,08/22/2016
G,SPG7,HGNC:11237,16:89508379-89557768,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,61.82,0,1.65,08/22/2016
G,SPINK1,HGNC:11244,5:147824582-147839196,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,90,0.31,1.13,10/25/2021
G,SPINK5,HGNC:15464,5:148063980-148137382,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,69.56,0,0.93,08/22/2016
G,SPP2,HGNC:11256,2:234050667-234077134,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,87.97,0,1.89,02/27/2019
G,SPRED1,HGNC:20249,15:38252087-38357249,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,13.12,0.97,0.32,03/14/2013
G,SRCAP,HGNC:16974,16:30699171-30741409,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,34.43,1,0.1,05/31/2018
G,SRD5A2,HGNC:11285,2:31522480-31665651,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/22/2012
G,SRPX2,HGNC:30668,X:100644199-100675788,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,16.71,0.05,0.54,07/25/2012
G,SRY,HGNC:11311,Y:2786855-2787682,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,37.61,0,0,12/22/2020
G,ST14,HGNC:11344,11:130159782-130210362,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,62.79,0.56,0.38,08/22/2016
G,ST3GAL5,HGNC:10872,2:85837120-85889034,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,63.29,0,0.76,09/25/2014
G,STAT1,HGNC:11362,2:190968989-191014197,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,1.02,1,0.19,09/18/2013
G,STIL,HGNC:10879,1:47250139-47314896,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,31.88,0.2,0.38,08/22/2016
G,STK11,HGNC:11389,19:1205778-1228431,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,15.32,0.99,0.25,11/10/2021
G,STRC,HGNC:16035,15:43599563-43618800,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,40.85,0,0.88,08/22/2016
G,STS,HGNC:11425,X:7147290-7354641,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,40.89,0.81,0.44,09/14/2018
G,STT3A,HGNC:6172,11:125592847-125623091,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,5.47,0,0.49,08/29/2014
G,STUB1,HGNC:11427,16:680410-682801,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,25.33,0.02,0.68,08/22/2016
G,STX11,HGNC:11429,6:144140044-144191939,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,37.4,0,1.38,08/22/2016
G,STXBP1,HGNC:11444,9:127611912-127696029,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,21.32,1,0.09,06/20/2013
G,SUCLG1,HGNC:11449,2:84423528-84459280,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,4.91,0,0.88,08/22/2016
G,SUMF1,HGNC:20376,3:4034714-4467270,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,29.81,0,1.07,08/22/2016
G,SUPT16H,HGNC:11465,14:21351472-21384019,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,22.56,1,0.12,05/09/2012
G,SURF1,HGNC:11474,9:133351758-133356487,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,65.94,0,1.72,08/22/2016
G,SUZ12,HGNC:17101,17:31937007-32001040,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,3.13,1,0.13,07/06/2012
G,SYN1,HGNC:11494,X:47571901-47619857,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,9.89,0.99,0.25,07/12/2022
G,SYNE4,HGNC:26703,19:36003307-36008813,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,81.2,0,1.29,08/22/2016
G,SYNGAP1,HGNC:11497,6:33420065-33453689,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,19.65,1,0.05,07/06/2012
G,SYP,HGNC:11506,X:49187815-49200193,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,3.93,0.92,0.39,09/26/2018
G,SYT14,HGNC:23143,1:209938165-210171389,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,18.2,0.94,0.34,08/22/2016
G,TAB2,HGNC:17075,6:149217926-149411611,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,5.38,1,0.1,05/27/2020
G,TACSTD2,HGNC:11530,1:58575433-58577252,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,66.49,0,1.53,08/22/2016
G,TAF13,HGNC:11546,1:109064140-109076003,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,18.12,0.02,1.09,05/22/2019
G,TAF2,HGNC:11536,8:119730773-119832858,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,15.82,0,0.42,08/22/2016
G,TARDBP,HGNC:11571,1:11012654-11030528,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,12.94,0.99,0.28,09/25/2018
G,TBC1D20,HGNC:16133,20:435480-462543,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,34.62,0.93,0.36,08/22/2016
G,TBC1D5,HGNC:19166,3:17157162-17742739,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,5.84,0,0.97,10/30/2015
G,TBCE,HGNC:11582,1:235367427-235452443,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,28.98,0,0.81,05/17/2012
G,TBL1XR1,HGNC:29529,3:177019344-177197482,"3 (Sufficient Evidence)","1 (Little Evidence)",'-,'-,,,6.88,1,0.11,03/27/2019
G,TBR1,HGNC:11590,2:161416297-161425870,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,2.97,1,0.19,01/24/2018
G,TBX1,HGNC:11592,22:19756703-19783593,"2 (Emerging Evidence)","0 (No Evidence)",'-,'-,,,4.92,0.84,0.43,04/12/2022
G,TBX2,HGNC:11597,17:61399843-61409466,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,5.16,0.99,0.25,08/08/2018
G,TBX20,HGNC:11598,7:35199936-35254100,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,5.83,0.97,0.32,04/26/2013
G,TBX22,HGNC:11600,X:80014753-80031774,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,43.82,0.98,0.3,03/24/2016
G,TBX3,HGNC:11602,12:114670255-114684175,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,3.05,0.99,0.28,09/23/2020
G,TBX4,HGNC:11603,17:61452422-61485110,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,4.73,0.5,0.45,12/11/2019
G,TBX5,HGNC:11604,12:114353911-114408708,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,1.67,1,0.14,07/29/2020
G,TCF12,HGNC:11623,15:56918090-57292595,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,2.07,0.68,0.37,10/15/2015
